-3.000000,19.000000,-12.000000,-1230.960000,-1034.080000,729.560000,3200.000000,6256.000000
-50.000000,25.000000,-13.000000,-1231.880000,-1033.160000,729.560000,3216.000000,6256.000000
16.000000,12.000000,-19.000000,-1231.880000,-1033.160000,729.560000,3216.000000,6240.000000
-19.000000,17.000000,-14.000000,-1230.960000,-1035.000000,728.640000,3216.000000,6240.000000
-10.000000,15.000000,-9.000000,-1230.960000,-1035.000000,728.640000,3232.000000,6224.000000
-17.000000,15.000000,-12.000000,-1230.040000,-1034.080000,728.640000,3216.000000,6224.000000
4.000000,10.000000,-8.000000,-1230.040000,-1034.080000,728.640000,3136.000000,6224.000000
9.000000,16.000000,-14.000000,-1230.040000,-1034.080000,728.640000,3056.000000,6224.000000
28.000000,17.000000,-12.000000,-1230.040000,-1034.080000,728.640000,3008.000000,6224.000000
-8.000000,19.000000,-13.000000,-1230.040000,-1034.080000,728.640000,3056.000000,6224.000000
-27.000000,22.000000,-16.000000,-1230.960000,-1033.160000,731.400000,3088.000000,6208.000000
-17.000000,17.000000,-15.000000,-1230.960000,-1033.160000,731.400000,3040.000000,6224.000000
23.000000,17.000000,-12.000000,-1230.040000,-1034.080000,730.480000,3040.000000,6224.000000
31.000000,12.000000,-11.000000,-1230.040000,-1034.080000,730.480000,2992.000000,6224.000000
-2.000000,8.000000,-13.000000,-1230.040000,-1032.240000,735.080000,3024.000000,6224.000000
-11.000000,11.000000,-14.000000,-1230.040000,-1032.240000,735.080000,3008.000000,6240.000000
24.000000,13.000000,-12.000000,-1230.040000,-1032.240000,735.080000,2992.000000,6240.000000
8.000000,16.000000,-13.000000,-1230.040000,-1033.160000,733.240000,3040.000000,6240.000000
-46.000000,12.000000,-19.000000,-1229.120000,-1032.240000,736.920000,3024.000000,6224.000000
-6.000000,20.000000,-12.000000,-1229.120000,-1032.240000,736.920000,3056.000000,6208.000000
16.000000,11.000000,-16.000000,-1229.120000,-1032.240000,733.240000,2992.000000,6208.000000
-65.000000,8.000000,-29.000000,-1229.120000,-1032.240000,733.240000,3024.000000,6208.000000
-179.000000,-19.000000,-2.000000,-1230.960000,-1034.080000,733.240000,3040.000000,6208.000000
-8.000000,-25.000000,-21.000000,-1230.960000,-1034.080000,733.240000,3072.000000,6208.000000
-79.000000,-6.000000,-7.000000,-1230.960000,-1037.760000,731.400000,3088.000000,6208.000000
-264.000000,10.000000,19.000000,-1230.960000,-1037.760000,731.400000,3088.000000,6208.000000
-146.000000,15.000000,3.000000,-1232.800000,-1042.360000,721.280000,3088.000000,6208.000000
465.000000,-51.000000,-7.000000,-1232.800000,-1042.360000,721.280000,3088.000000,6256.000000
520.000000,-47.000000,-75.000000,-1232.800000,-1042.360000,721.280000,3088.000000,6240.000000
-111.000000,18.000000,0.000000,-1224.520000,-1025.800000,746.120000,3088.000000,6224.000000
25.000000,13.000000,-20.000000,-1224.520000,-1025.800000,746.120000,3104.000000,6208.000000
92.000000,10.000000,-30.000000,-1222.680000,-1025.800000,745.200000,3104.000000,6224.000000
-48.000000,18.000000,-6.000000,-1222.680000,-1025.800000,745.200000,3088.000000,6256.000000
-80.000000,17.000000,-4.000000,-1222.680000,-1025.800000,745.200000,3104.000000,6240.000000
53.000000,2.000000,-11.000000,-1222.680000,-1025.800000,745.200000,3104.000000,6256.000000
-194.000000,13.000000,-36.000000,-1222.680000,-1025.800000,742.440000,3104.000000,6240.000000
-191.000000,37.000000,-34.000000,-1222.680000,-1025.800000,742.440000,3088.000000,6240.000000
-46.000000,18.000000,-72.000000,-1221.760000,-1029.480000,728.640000,3088.000000,6240.000000
-42.000000,20.000000,-33.000000,-1221.760000,-1029.480000,728.640000,3088.000000,6224.000000
6.000000,29.000000,-32.000000,-1219.000000,-1029.480000,720.360000,3104.000000,6256.000000
-121.000000,72.000000,-35.000000,-1219.000000,-1029.480000,720.360000,3088.000000,6288.000000
-216.000000,125.000000,-41.000000,-1219.000000,-1029.480000,720.360000,3104.000000,6272.000000
-255.000000,142.000000,-70.000000,-1210.720000,-1032.240000,703.800000,3104.000000,6384.000000
-179.000000,123.000000,-73.000000,-1210.720000,-1032.240000,703.800000,3088.000000,6320.000000
-45.000000,82.000000,-58.000000,-1205.200000,-1035.000000,685.400000,3088.000000,6288.000000
-178.000000,92.000000,-42.000000,-1205.200000,-1035.000000,685.400000,3088.000000,6272.000000
-381.000000,95.000000,-3.000000,-1206.120000,-1038.680000,667.920000,3088.000000,6768.000000
-419.000000,143.000000,41.000000,-1206.120000,-1038.680000,667.920000,3072.000000,7776.000000
-141.000000,-26.000000,134.000000,-1211.640000,-1046.960000,646.760000,3104.000000,7632.000000
-348.000000,-47.000000,339.000000,-1211.640000,-1046.960000,646.760000,3088.000000,10976.000000
582.000000,-255.000000,625.000000,-1204.280000,-1025.800000,628.360000,3088.000000,10032.000000
2022.000000,-430.000000,398.000000,-1204.280000,-1025.800000,628.360000,3072.000000,8832.000000
1164.000000,-28.000000,-33.000000,-1109.520000,-865.720000,689.080000,3072.000000,10496.000000
-1761.000000,541.000000,344.000000,-1109.520000,-865.720000,689.080000,3232.000000,9232.000000
-1633.000000,556.000000,241.000000,-1109.520000,-865.720000,689.080000,3168.000000,8256.000000
-815.000000,235.000000,-53.000000,-999.120000,-559.360000,605.360000,3088.000000,9264.000000
-834.000000,220.000000,5.000000,-999.120000,-559.360000,605.360000,3056.000000,8224.000000
-960.000000,215.000000,284.000000,-1023.040000,-486.680000,506.920000,3072.000000,8560.000000
-331.000000,166.000000,178.000000,-1023.040000,-486.680000,506.920000,3072.000000,7856.000000
-164.000000,362.000000,38.000000,-1043.280000,-448.040000,445.280000,3040.000000,7584.000000
-483.000000,223.000000,1.000000,-1043.280000,-448.040000,445.280000,3024.000000,8032.000000
-212.000000,71.000000,85.000000,-1046.040000,-432.400000,407.560000,3072.000000,7520.000000
